# Haus Miete from immoscout24.de on 2016-09-28-09-30
ID,Adresse,Bilder,Features,Grundriss,Grundstück,Haus/Wohnung,Kaltmiete,Kaufpreis,Lat,Lon,Miete/Kauf,PLZ,Stadt,Stadtteil,Titel,Wohnfläche,Zimmer,von privat,From_UUID
89683376,"Blasewitz, Dresden",10,"[Einbauküche, Gäste-WC]",False,100 m²,Haus,1.200 €,,,,Miete,01309,Dresden,Blasewitz,* Schönes Haus in Bestlage von Blasewitz zu vermieten *,120 m²,"2,5",False,19604ea5-1f4f-33bc-b441-87126bc8e55f
89710264,"Max-Schwan-Str. 3, Cossebaude/Mobschatz/Oberwartha, Dresden",21,[Gäste-WC],True,200 m²,Haus,1.100 €,,51.08079,13.60226,Miete,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,Modernes Reihenhaus in ruhiger Wohnlage - Neu! Erstbezug!,132 m²,5,False,932d3a8f-0cbe-3332-a635-ca7ba827ea15
89815194,"Weinbergstr. 72, Cossebaude/Mobschatz/Oberwartha, Dresden",28,[Gäste-WC],True,180 m²,Haus,1.250 €,,51.08288,13.61388,Miete,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,Fertig! Sofort einzugsbereit wartet eine modern ausgestattete Doppelhaushälfte auf ihre Bewohner!,"167,2 m²",5,False,932d3a8f-0cbe-3332-a635-ca7ba827ea15
89978916,"Hermann-Hesse-Straße 22a, Bühlau/Weißer Hirsch, Dresden",19,[Gäste-WC],True,137 m²,Haus,1.700 €,,51.06474,13.82031,Miete,01324,Dresden,Bühlau/Weißer Hirsch,"traumhaftes Reihenmittelhaus mit 5 Zimmern im sanierten Altbau, Dr. Lahmann Park","142,8 m²",5,False,28d5d17f-e4c1-3f60-ba32-91e8b3a727c3
90010943,"Gönnsdorf/Pappritz, Dresden",14,[Gäste-WC],False,100 m²,Haus,1.200 €,,,,Miete,01328,Dresden,Gönnsdorf/Pappritz,* Haus zur Miete im Hochland *,150 m²,5,False,3b875002-992a-3a7e-94ad-0dcaf028d8f0
90078720,"Loschwitz/Wachwitz, Dresden",12,[],True,500 m²,Haus,2.390 €,,,,Miete,01326,Dresden,Loschwitz/Wachwitz,* Haus im Haus in sanierter Villa am Elbhang mit Garten u. Terrasse *,"217,5 m²",6,False,c4fbd2b3-6075-392e-9c90-2504c406887a
90143662,"Leipziger Vorstadt, Dresden",16,[],True,100 m²,Haus,"1.071,15 €",,,,Miete,01097,Dresden,Leipziger Vorstadt,Dresden-Neustadt-Wohnen wie in einer Doppelhaushälfte,"115,8 m²",4,False,96b409a2-3325-3c18-a019-0b0f8f8d9e46
90156839,"Klotzsche, Dresden",2,[Gäste-WC],True,245 m²,Haus,1.250 €,,,,Miete,01109,Dresden,Klotzsche,Haus mit Garten zur Miete,100 m²,4,False,16ba6627-d81f-3dd9-902d-8b5ce0a7727f
90316612,"Cotta, Dresden",12,[Gäste-WC],True,"331,75 m²",Haus,1.380 €,,,,Miete,01157,Dresden,Cotta,Urbanes und modernes Stadthaus,115 m²,4,False,540d897b-6d2c-3aa8-af42-1a48b51062db
90352294,"Dorfplatz-Brabschütz 11, Cossebaude/Mobschatz/Oberwartha, Dresden",26,"[Einbauküche, Gäste-WC]",True,400 m²,Haus,1.850 €,,51.06978,13.62003,Miete,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,"Attraktiv wohnen im Haus mit großen Garte, Kamin, Whirlpool,Dachterrasse sowie einer Gästewohnung !!",240 m²,4,True,daad40c6-3239-3331-9c36-92d4634f9cc2
90375746,"Johannstadt-Nord, Dresden",8,[Einbauküche],True,140 m²,Haus,1.495 €,,,,Miete,01307,Dresden,Johannstadt-Nord,ERSTBEZUG - EINFAMILIENHAUS IN ELBNÄHE JOHANNSTADT !,"150,71 m²",5,False,158983a6-e15f-3e8f-b1ec-dd5a746e9006
90438846,"Cossebaude/Mobschatz/Oberwartha, Dresden",16,"[Gäste-WC, WG-geeignet]",False,400 m²,Haus,1.400 €,,,,Miete,01556,Dresden,Cossebaude/Mobschatz/Oberwartha,REH_5 Raum_136qm_Pool_Garten_Tiefgarage_Solar_Terasse,136 m²,5,False,2a371ebe-0f7b-354d-918a-5cbcb088b3f3
