# Wohnung Miete from immoscout24.de on 2017-10-16-23-50
ID,Haus/Wohnung,ID,Miete/Kauf,address,balcony,builtInKitchen,city,floorplan,from,garden,lat,livingSpace,lon,numberOfRooms,postcode,price,privateOffer,quarter,title,url
100005087,Wohnung,100005087,Miete,"Niedersedlitz, Dresden",false,false,Dresden,true,001.507896,false,,75.32,,3,01259,480,false,Niedersedlitz,Frisch renoviert - 3 Zimmer Wohnung in grüner Lage in Niedersedlitz - mit Pkw-Stellplatz,https://www.immobilienscout24.de/expose/100005087
100006648,Wohnung,100006648,Miete,"Holbeinstr. 151, Striesen-West, Dresden",true,false,Dresden,true,001.425544,false,51.0473585617,94,13.7800768717,3,01309,589,false,Striesen-West,Schöne 3 Zimmer-Wohnung mit Balkon im sanierten Altbau,https://www.immobilienscout24.de/expose/100006648
100007179,Wohnung,100007179,Miete,"Draesekestraße 12, Blasewitz, Dresden",false,false,Dresden,true,001.350526,true,51.0457957878,74.16,13.8090478916,3,01277,639,false,Blasewitz,Wohnen im sanierten Altbau in Blasewitz,https://www.immobilienscout24.de/expose/100007179
100007484,Wohnung,100007484,Miete,"Nürnberger Straße 45, Südvorstadt-West, Dresden",true,true,Dresden,true,002.01008351266,true,51.0334649374,80,13.7241562817,5,01187,940.8,false,Südvorstadt-West,hochwertige möblierte 5 Raum Wohnung 3 Schlafzimmer Nähe TU/Max Plank Institut//HBF N45/20,https://www.immobilienscout24.de/expose/100007484
100008247,Wohnung,100008247,Miete,"Laubegast, Dresden",true,false,Dresden,false,009.4a2fb167-f0d1-4dbd-ad02-71c33127003b,false,,77,,3,01279,600,true,Laubegast,Schöne drei Zimmer Wohnung in Dresden Laubegast,https://www.immobilienscout24.de/expose/100008247
100009298,Wohnung,100009298,Miete,"Gompitz/Altfranken, Dresden",true,false,Dresden,false,009.3aeef276-88bc-4922-9271-012c7cc2f186,false,,56,,2,01156,350,true,Gompitz/Altfranken,"Schöne zwei Zimmer Wohnung in Dresden, Gompitz",https://www.immobilienscout24.de/expose/100009298
100011503,Wohnung,100011503,Miete,"Pestitzer Str. 4, Plauen, Dresden",true,true,Dresden,true,009.98f62de8-9bae-4e33-b5cb-ca3e3bc25f63,true,51.0264231485,112.4,13.7063380931,4,01187,1090,true,Plauen,"Nachmieter für sonnige vier Zimmer Wohnung in Dresden, Plauen gesucht",https://www.immobilienscout24.de/expose/100011503
100013371,Wohnung,100013371,Miete,"Löbtau-Süd, Dresden",false,false,Dresden,true,001.243887,false,,46.45,,2,01159,348,false,Löbtau-Süd,"Sehr schöne helle Wohnung mit Laminat, Bad mit Wanne und amerikanischer Küche!",https://www.immobilienscout24.de/expose/100013371
100013372,Wohnung,100013372,Miete,"Naußlitz, Dresden",false,false,Dresden,true,001.243887,true,,62,,2,01187,370,false,Naußlitz,Geräumige Wohnung mit großer Küche in ehemaligem Gehöft!,https://www.immobilienscout24.de/expose/100013372
100013516,Wohnung,100013516,Miete,"Pieschen-Nord/Trachenberge, Dresden",false,false,Dresden,true,001.243887,false,,64.84,,2,01127,369,false,Pieschen-Nord/Trachenberge,"Großzügige Wohnung mit amerikanischer Küche, Tageslichtbad mit Wanne, Laminat!",https://www.immobilienscout24.de/expose/100013516
100013547,Wohnung,100013547,Miete,"Pieschen-Süd, Dresden",true,true,Dresden,true,001.243887,true,,62.5,,2,01127,450,false,Pieschen-Süd,Bezaubernde Wohnung ... großer Balkon ... Wohnküche mit EBK ... Laminat!,https://www.immobilienscout24.de/expose/100013547
100013548,Wohnung,100013548,Miete,"Pieschen-Süd, Dresden",false,true,Dresden,true,001.243887,true,,49,,2,01127,365,false,Pieschen-Süd,Dachtraum mit Fernblick - individuell und gemütlich! Modernes Laminat und Einbauküche!,https://www.immobilienscout24.de/expose/100013548
100013556,Wohnung,100013556,Miete,"Äußere Neustadt (Antonstadt), Dresden",false,false,Dresden,true,001.243887,true,,41,,2,01099,310,false,Äußere Neustadt (Antonstadt),Gemütliche Wohnung in der beliebten Dresdner Neustadt!,https://www.immobilienscout24.de/expose/100013556
100026076,Wohnung,100026076,Miete,"Löbtau-Nord, Dresden",false,false,Dresden,true,001.293446,false,,60.65,,3,01159,455,false,Löbtau-Nord,www.r-o.de +++ Helle 3-Zimmerwohnung mit Balkon und offener Küche zum Wohlfühlen,https://www.immobilienscout24.de/expose/100026076
100026085,Wohnung,100026085,Miete,"Südvorstadt-West, Dresden",true,false,Dresden,true,001.293446,false,,24.98,,1,01069,312,false,Südvorstadt-West,www.r-o.de +++ Ideal für Studenten - Modern am Dresdner Hauptbahnhof wohnen,https://www.immobilienscout24.de/expose/100026085
100032928,Wohnung,100032928,Miete,"Leuben, Dresden",true,false,Dresden,true,001.512069,true,,73,,3,01257,560,false,Leuben,Dresden-Leuben-Wohnung-Großzügig wohnen in ruhiger grüner Lage und mit großen Balkon,https://www.immobilienscout24.de/expose/100032928
100033207,Wohnung,100033207,Miete,"Weinbergstr. 23, Pieschen-Nord/Trachenberge, Dresden",true,false,Dresden,true,009.ee503870-a3ed-47a8-8571-1a1e19e8cb68,true,51.0920692803,90.1,13.7337375653,3,01129,720,true,Pieschen-Nord/Trachenberge,"Schöne, geräumige 3-Zimmer Wohnung in Dresden-Trachenberge",https://www.immobilienscout24.de/expose/100033207
100036965,Wohnung,100036965,Miete,"Weimarische Str. 3, Pieschen-Süd, Dresden",true,false,Dresden,true,001.15507402,false,51.0711494524,71.16,13.7291688698,3,01127,499,false,Pieschen-Süd,"3-Raumwohnung mit Laminat, Wohnküche und großem Balkon",https://www.immobilienscout24.de/expose/100036965
100037359,Wohnung,100037359,Miete,"Großenhainer Str. 114, Pieschen-Nord/Trachenberge, Dresden",false,false,Dresden,true,001.15507402,false,51.0851362,95.25,13.727569592,4,01129,571.5,false,Pieschen-Nord/Trachenberge,Frisch renovierte 4-Raumwohnung im DG mit zwei Bädern,https://www.immobilienscout24.de/expose/100037359
100053658,Wohnung,100053658,Miete,"Rudolf-Renner-Straße 7, Cotta, Dresden",false,true,Dresden,true,009.5f32a79d-85f2-4e17-b50a-8e02e73b41f1,false,51.0510550083,81,13.6919465993,3,01157,540,true,Cotta,"Schöne drei Zimmer Wohnung in Dresden, Cotta",https://www.immobilienscout24.de/expose/100053658
100055174,Wohnung,100055174,Miete,"Löbtau-Süd, Dresden",false,false,Dresden,true,001.5394580,false,,113,,5,01159,1017,false,Löbtau-Süd,"Erstbezug, attraktive,liebevoll komplett sanierte Altbauwohnung in Dresden!!",https://www.immobilienscout24.de/expose/100055174
100055580,Wohnung,100055580,Miete,"Leubener Straße 32, Laubegast, Dresden",true,false,Dresden,false,009.ecf440fd-9431-4850-8ee1-af7019cd8609,false,51.022130131,83,13.833425932,3,01279,620,true,Laubegast,"620 €, 83 m², 3 Zimmer",https://www.immobilienscout24.de/expose/100055580
100072017,Wohnung,100072017,Miete,"Antonsplatz 1, Innere Altstadt, Dresden",true,false,Dresden,true,001.22222,false,51.0485113743,90.95,13.7338479067,3,01067,984,false,Innere Altstadt,ERSTBEZUG - wg-geeignet mit 2 modernen Bädern und geräumigem Südbalkon,https://www.immobilienscout24.de/expose/100072017
100073069,Wohnung,100073069,Miete,"Reisewitzer Str. 20, Löbtau-Süd, Dresden",false,false,Dresden,true,001.59497,false,51.0430201038,67.06,13.7007650141,3,01159,450,false,Löbtau-Süd,Studenten aufgepasst!!! Diese Wohnung ist WG-GEEIGNET!,https://www.immobilienscout24.de/expose/100073069
100073552,Wohnung,100073552,Miete,"Pieschen-Nord/Trachenberge, Dresden",true,true,Dresden,false,009.49c29b10-e070-42ef-8f89-cb0884b94bda,false,,60,,2,01129,415,true,Pieschen-Nord/Trachenberge,"Schöne zwei Zimmer Wohnung in Dresden, Pieschen-Nord/Trachenberge",https://www.immobilienscout24.de/expose/100073552
100073605,Wohnung,100073605,Miete,"Conradstraße 6, Leipziger Vorstadt, Dresden",false,false,Dresden,true,002.01000735381,true,51.0719952116,61,13.7440171414,2,01097,470,false,Leipziger Vorstadt,Dresden - Leipziger Vorstadt - Reizvolle 2-Raumwohnung mit Parkett im DG!,https://www.immobilienscout24.de/expose/100073605
100073608,Wohnung,100073608,Miete,"Kesselsdorfer Strasse 208, Gorbitz-Süd, Dresden",true,true,Dresden,false,009.0638984c-e4d4-4c50-bc8e-33eb775e44c7,false,51.040108326,90,13.658485355,4,01169,650,true,Gorbitz-Süd,"Schöne vier Zimmer Wohnung in Dresden, Gorbitz-Süd",https://www.immobilienscout24.de/expose/100073608
100073640,Wohnung,100073640,Miete,"Knappestr. 16, Tolkewitz/Seidnitz-Nord, Dresden",true,false,Dresden,true,001.93767,false,51.0279622523,60.99,13.815076974,3,01279,408.63,false,Tolkewitz/Seidnitz-Nord,wunderschöner Blick ins Grüne - einziehen+wohlfühlen,https://www.immobilienscout24.de/expose/100073640
100073649,Wohnung,100073649,Miete,"Franz-Mehring-Str. 36, Seidnitz/Dobritz, Dresden",true,false,Dresden,true,001.93767,false,51.0157144056,60.82,13.8142688431,3,01237,407.49,false,Seidnitz/Dobritz,liebevoll saniert in zentraler Wohnlage - einziehen+wohlfühlen,https://www.immobilienscout24.de/expose/100073649
100073656,Wohnung,100073656,Miete,"Rathener Str. 43, Großzschachwitz, Dresden",false,false,Dresden,true,001.93767,false,51.0045146824,26.56,13.8383163271,1,01259,151.39,false,Großzschachwitz,"saniert, preiswert, gut - einziehen+wohlfühlen",https://www.immobilienscout24.de/expose/100073656
100073708,Wohnung,100073708,Miete,"Gohliser Straße 26, Löbtau-Nord, Dresden",false,false,Dresden,true,002.01000735381,true,51.0473451864,52.4,13.6957280639,2,01159,360,false,Löbtau-Nord,Dresden - Löbtau - Nette  2-Raum-Wohnung im Dachgeschoß!,https://www.immobilienscout24.de/expose/100073708
100073742,Wohnung,100073742,Miete,"Wachsbleichstraße 39, Friedrichstadt, Dresden",false,true,Dresden,true,002.01000735381,false,51.0570859153,28.1,13.7164055026,1,01067,250,false,Friedrichstadt,Dresden - Friedrichstadt - Attraktive  1-Raum-Wohnung mit Laminat zum Wohlfühlen!,https://www.immobilienscout24.de/expose/100073742
100073892,Wohnung,100073892,Miete,"Fröbelstraße 55, Friedrichstadt, Dresden",true,false,Dresden,true,002.01000735381,true,51.0509883137,72.51,13.7057293834,2,01159,479,false,Friedrichstadt,Dresden - Friedrichstadt - Nette  2-Raum-Wohnung mit Hofbalkon! ,https://www.immobilienscout24.de/expose/100073892
100073911,Wohnung,100073911,Miete,"Winzerstraße 5, Loschwitz/Wachwitz, Dresden",true,true,Dresden,true,002.01000735381,true,51.0507680786,56,13.8189202966,2,01326,450,false,Loschwitz/Wachwitz,Dresden - Loschwitz - Attraktive 2-Raumwohnung mit Laminat und Terrasse!,https://www.immobilienscout24.de/expose/100073911
100073998,Wohnung,100073998,Miete,"Pillnitzer Landstraße 85, Loschwitz/Wachwitz, Dresden",false,false,Dresden,true,002.01000735381,true,51.0426216293,140,13.8252295459,5,01326,1180,false,Loschwitz/Wachwitz,Dresden - Loschwitz - Exklusive 5-Raumwohnung in einer Loschwitzer Villa!,https://www.immobilienscout24.de/expose/100073998
100074207,Wohnung,100074207,Miete,"Michelangelostraße 2, Räcknitz/Zschertnitz, Dresden",false,false,Dresden,false,009.55100043-e256-4902-8799-fc0febda5819,false,51.0224684915,26.89,13.7435688258,1,01217,242.01,true,Räcknitz/Zschertnitz,"Ein Zimmer Wohnung in Dresden, Räcknitz/Zschertnitz",https://www.immobilienscout24.de/expose/100074207
100074466,Wohnung,100074466,Miete,"Buchenstr. 16c, Leipziger Vorstadt, Dresden",false,true,Dresden,true,001.377983,false,51.0780800517,52.77,13.7489573681,2,01097,448.55,false,Leipziger Vorstadt,Helle und geräumige Wohnung,https://www.immobilienscout24.de/expose/100074466
100074467,Wohnung,100074467,Miete,"Buchenstr. 16c, Leipziger Vorstadt, Dresden",false,true,Dresden,true,001.377983,false,51.0780800517,52.77,13.7489573681,2,01097,395.78,false,Leipziger Vorstadt,Helle und geräumige Wohnung,https://www.immobilienscout24.de/expose/100074467
100074472,Wohnung,100074472,Miete,"Jacobistraße 26, Striesen-Ost, Dresden",true,true,Dresden,true,001.377983,false,51.0462670871,55.46,13.7930079093,2,01309,388.22,false,Striesen-Ost,... hübsche 2 Raum Wohnung,https://www.immobilienscout24.de/expose/100074472
100074479,Wohnung,100074479,Miete,"Kipsdorfer Str. 106, Striesen-Ost, Dresden",false,false,Dresden,true,001.377983,false,51.0374825224,50.91,13.8044150473,2,01277,328.37,false,Striesen-Ost,...hell und gemütlich,https://www.immobilienscout24.de/expose/100074479
100074481,Wohnung,100074481,Miete,"Bergmannstr. 42, Striesen-West, Dresden",true,false,Dresden,true,001.377983,false,51.0446059947,70.48,13.7889591655,3,01309,510.98,false,Striesen-West,...helle 3 Zimmerwohnung,https://www.immobilienscout24.de/expose/100074481
100074484,Wohnung,100074484,Miete,"Straße des Friedens 24, Gönnsdorf/Pappritz, Dresden",true,false,Dresden,true,001.377983,false,51.0339853625,65,13.8521659247,2,01328,487.5,false,Gönnsdorf/Pappritz,...helle gemütliche Dachwohnung,https://www.immobilienscout24.de/expose/100074484
100074490,Wohnung,100074490,Miete,"Johann-Meyer-Str. 11, Leipziger Vorstadt, Dresden",true,false,Dresden,true,001.377983,false,51.0742754639,56.58,13.7441559139,2,01097,460,false,Leipziger Vorstadt,"2,0-Zimmerwohnung mit Balkon!",https://www.immobilienscout24.de/expose/100074490
100074506,Wohnung,100074506,Miete,"Dieselstr. 37, Leuben, Dresden",false,false,Dresden,true,001.377983,false,51.0087991116,50.2,13.8277005062,2,01257,351.4,false,Leuben,... gemütliche 2 Raum Wohnung,https://www.immobilienscout24.de/expose/100074506
100074507,Wohnung,100074507,Miete,"Buchenstr. 16b, Leipziger Vorstadt, Dresden",true,false,Dresden,true,001.377983,true,51.0781944152,103.71,13.7490970899,2,01097,674.12,false,Leipziger Vorstadt,Helle und großzügige Wohnung mit Terrasse,https://www.immobilienscout24.de/expose/100074507
100074512,Wohnung,100074512,Miete,"Bautzner Landstr. 115, Bühlau/Weißer Hirsch, Dresden",false,false,Dresden,true,001.377983,false,51.0620568159,66.95,13.8444670341,2,01324,399,false,Bühlau/Weißer Hirsch,Dachgeschosswohnung mit Blick ins Schönfelder Hochland,https://www.immobilienscout24.de/expose/100074512
100074519,Wohnung,100074519,Miete,"Hans-Dankner-Str. -, Seevorstadt-Ost, Dresden",false,false,Dresden,false,001.377983,false,51.042351803,1,13.7396195111,1,01069,60,false,Seevorstadt-Ost,...Tiefgaragenstellplatz,https://www.immobilienscout24.de/expose/100074519
100074531,Wohnung,100074531,Miete,"Eisenacher Straße 15, Striesen-Ost, Dresden",false,true,Dresden,true,001.377983,false,51.0474970337,68.69,13.7988053132,2,01309,515,false,Striesen-Ost,Dachgeschosswohnung am Park,https://www.immobilienscout24.de/expose/100074531
100074536,Wohnung,100074536,Miete,"Straße des Friedens 28, Gönnsdorf/Pappritz, Dresden",true,false,Dresden,true,001.377983,false,51.0348003191,68,13.852957652,3,01328,510,false,Gönnsdorf/Pappritz,...sonnige gemütliche Wohnung mit guter Aussicht,https://www.immobilienscout24.de/expose/100074536
100074543,Wohnung,100074543,Miete,"- -, Prohlis-Nord, Dresden",false,false,Dresden,false,001.377983,false,,63,,3,01237,400,false,Prohlis-Nord,"3,0-Zimmerwohnung",https://www.immobilienscout24.de/expose/100074543
100074648,Wohnung,100074648,Miete,"Cotta, Dresden",true,true,Dresden,true,001.667278,false,,82,,3,01157,598,false,Cotta,!!!Schöne 3-RW in Cotta mit guter Infrastruktur!!!,https://www.immobilienscout24.de/expose/100074648
100076056,Wohnung,100076056,Miete,"Altfrankener 11, Löbtau-Süd, Dresden",true,true,Dresden,false,001.699976,true,51.0318056975,69,13.6996478056,2,01159,483,false,Löbtau-Süd,"Schicke Wohnung mit Parkett, Einbauküche und Terrasse! Frei ab Sofort!!",https://www.immobilienscout24.de/expose/100076056
100076162,Wohnung,100076162,Miete,"Bühlau/Weißer Hirsch, Dresden",true,false,Dresden,true,001.837568,false,,55,,2,01324,395,false,Bühlau/Weißer Hirsch,* helle 2-Zimmer-Wohnung mit Balkon und herrlichem Blick *,https://www.immobilienscout24.de/expose/100076162
100076194,Wohnung,100076194,Miete,"Liebigstraße 32, Südvorstadt-West, Dresden",true,false,Dresden,true,002.01000521257,true,51.0314249987,59.5,13.719878309,2,01187,495,false,Südvorstadt-West,Schöne 2-Zimmer-Wohnung mit 2 Balkon und Tiefgaragenstellplatz zu vermieten!,https://www.immobilienscout24.de/expose/100076194
100077393,Wohnung,100077393,Miete,"Salzburger Straße 9, Laubegast, Dresden",false,false,Dresden,false,001.721207,false,51.0274961265,65,13.8325459031,2,01279,481,false,Laubegast,+++ Sehr schicke helle Pärchenwohnung mit Kamin ! +++,https://www.immobilienscout24.de/expose/100077393
100077770,Wohnung,100077770,Miete,"Striesen-Süd, Dresden",true,false,Dresden,true,001.838323,false,,128.4,,4,01309,1160,false,Striesen-Süd,ALTBAU! GEPFLEGTE 4-ZIMMER WOHNUNG MIT GROSSEM BALKON,https://www.immobilienscout24.de/expose/100077770
100077792,Wohnung,100077792,Miete,"Äußere Neustadt (Antonstadt), Dresden",false,false,Dresden,true,001.293446,false,,47,,2,01097,400,false,Äußere Neustadt (Antonstadt),www.r-o.de +++ Über den Dächern der Neustadt - Helle 2-Zimmerwohnung zu vermieten,https://www.immobilienscout24.de/expose/100077792
100077802,Wohnung,100077802,Miete,"Leipziger Vorstadt, Dresden",true,false,Dresden,true,001.293446,false,,32.7,,1,01097,280,false,Leipziger Vorstadt,www.r-o.de +++ Ideal für Liebhaber des Neustadtlebens - Helle 1-Zimmerwohnung zu vermieten,https://www.immobilienscout24.de/expose/100077802
100078054,Wohnung,100078054,Miete,"Tieckstr. 5, Innere Neustadt, Dresden",true,false,Dresden,true,001.10140,false,51.0612714397,86.5,13.7513392815,3,01099,915,false,Innere Neustadt,"3-Zi.-Whg. mit Aufzug, Parkett, Fußbodenheizung, Balkon, AK und Bad mit Badewanne in 01099 Dresden",https://www.immobilienscout24.de/expose/100078054
100078471,Wohnung,100078471,Miete,"Augsburger Str. 67, Striesen-Ost, Dresden",true,false,Dresden,true,001.10140,true,51.0464715793,55.29,13.7960255488,2,01309,450,false,Striesen-Ost,"2-Zi-EG-Whg. mit Balkon, TG-SP, Gartenanteil, Laminat, Bad mit BW u. WM-Anschluss, sep. KÜ und AK",https://www.immobilienscout24.de/expose/100078471
100080711,Wohnung,100080711,Miete,"Bautzner Landstr. 6, Bühlau/Weißer Hirsch, Dresden",true,false,Dresden,true,001.5369772,false,51.0633750579,87.26,13.8216159951,3,01324,567,false,Bühlau/Weißer Hirsch,3 - Raumwohnung mit Terrasse auf dem Weißen Hirsch,https://www.immobilienscout24.de/expose/100080711
100080809,Wohnung,100080809,Miete,"Oehmestr. 10, Blasewitz, Dresden",false,false,Dresden,true,001.668657,false,51.0483784497,62.39,13.8105772186,2,01277,435,false,Blasewitz,"Frisch renovierte, helle 2-Zimmer- Wohnung in zentraler Lage von Blasewitz!",https://www.immobilienscout24.de/expose/100080809
100080945,Wohnung,100080945,Miete,"Blochmannstr. 17, Pirnaische Vorstadt, Dresden",false,false,Dresden,true,001.59497,true,51.0491546842,31.37,13.7547477808,1.5,01069,267,false,Pirnaische Vorstadt,*Ideal für Studenten & Lehrlinge - Vormieterin will EBK übergeben*,https://www.immobilienscout24.de/expose/100080945
100081731,Wohnung,100081731,Miete,"Reisstraße 32, Leuben, Dresden",false,true,Dresden,true,001.642057,false,51.0068180153,60,13.8239752479,2.5,01257,413,false,Leuben,für Individualisten - Dachgeschosswohnung mit EBK,https://www.immobilienscout24.de/expose/100081731
100081993,Wohnung,100081993,Miete,"Leubnitz-Neuostra, Dresden",true,true,Dresden,true,001.12295764,false,,70.23,,3,01219,716.34,false,Leubnitz-Neuostra,Exklusiv sanierte 3-Zi-Whg. in Dresden/Leubnitz,https://www.immobilienscout24.de/expose/100081993
100082139,Wohnung,100082139,Miete,"Gluckstraße 3, Striesen-West, Dresden",false,false,Dresden,true,001.13096952,true,51.0510445392,67,13.7774163834,2,01309,536,false,Striesen-West,Öffne die Tür zu Deinem neuen ZUHAUSE!,https://www.immobilienscout24.de/expose/100082139
100082285,Wohnung,100082285,Miete,"Luchbergstr. 6, Seidnitz/Dobritz, Dresden",false,false,Dresden,true,001.93767,false,51.0240170911,56.29,13.7999894085,3,01237,337.74,false,Seidnitz/Dobritz,preisbewusst und gut wohnen - einziehen+wohlfühlen,https://www.immobilienscout24.de/expose/100082285
100083013,Wohnung,100083013,Miete,"Blochmannstr. 9, Pirnaische Vorstadt, Dresden",true,false,Dresden,true,001.59497,true,51.0480655171,34.44,13.7542255658,1.5,01069,297,false,Pirnaische Vorstadt,"*Direkt in der City - Nahe Uni, Filmnächte, Neustadt!*",https://www.immobilienscout24.de/expose/100083013
100084284,Wohnung,100084284,Miete,"Schubertstr. 14, Blasewitz, Dresden",true,true,Dresden,true,001.10140,false,51.055095031,43.54,13.7859067585,2,01307,370,false,Blasewitz,"2-Zi.-Whg mit Balkon, TG-SP, Parkett, Aufzug, AK, sep. KÜ mit EBK u. Fenster u. Bad mit BW, 01307 DD",https://www.immobilienscout24.de/expose/100084284
100086778,Wohnung,100086778,Miete,"Adlergasse 9, Friedrichstadt, Dresden",true,true,Dresden,false,001.699976,false,51.0561004216,73,13.7215764186,2,01067,525.6,false,Friedrichstadt,Geräumige Wohnung mit Balkon unweit vom Zentrum! Frei ab Sofort und WG geeignet!!,https://www.immobilienscout24.de/expose/100086778
100088641,Wohnung,100088641,Miete,"Potschappler Straße 4, Coschütz/Gittersee, Dresden",true,false,Dresden,true,001.14222209,false,51.0133951683,24.65,13.6934147424,1,01189,190,false,Coschütz/Gittersee,*** Ab sofort bezugsfrei! *** - 1-Zimmer-Apartment mit Dachterrasse,https://www.immobilienscout24.de/expose/100088641
100088670,Wohnung,100088670,Miete,"Coschütz/Gittersee, Dresden",false,false,Dresden,true,001.14222209,false,,45.63,,2,01189,365,false,Coschütz/Gittersee,***Achtung renovierte 2-Zimmer-Maisonettewohnung mit Tiefgaragenstellplatz ***,https://www.immobilienscout24.de/expose/100088670
100089338,Wohnung,100089338,Miete,"Hühndorfer Straße 16, Cotta, Dresden",true,true,Dresden,true,001.15946155,false,51.0505648241,124.3,13.6909655911,4,01157,1030,false,Cotta,Erstbezug nach hochwertiger Sanierung und Ausbau * 4-Raum-Whng. * neu * EBK * ruhig * Dachterrasse *,https://www.immobilienscout24.de/expose/100089338
100090568,Wohnung,100090568,Miete,"Berggartenstraße 00, Blasewitz, Dresden",true,true,Dresden,false,009.d09d2a82-ab0c-4260-a1cd-176e8c9e6eea,true,51.0476248972,83.9,13.8090080942,3,01277,725,true,Blasewitz,Schöne drei Zimmer Wohnung in Dresden,https://www.immobilienscout24.de/expose/100090568
100090761,Wohnung,100090761,Miete,"Zschertnitzer Weg 16, Räcknitz/Zschertnitz, Dresden",false,false,Dresden,true,001.947610,false,51.0246431634,74.18,13.7487562801,3,01217,390,false,Räcknitz/Zschertnitz,Attraktives Wohnen im Dresdner Süden!,https://www.immobilienscout24.de/expose/100090761
100090762,Wohnung,100090762,Miete,"Ludwig-Renn-Allee 4, Räcknitz/Zschertnitz, Dresden",true,false,Dresden,true,001.947610,false,51.0215252929,62.43,13.7346982386,3,01217,380,false,Räcknitz/Zschertnitz,Attraktives Wohnen im Dresdner Süden!,https://www.immobilienscout24.de/expose/100090762
100090763,Wohnung,100090763,Miete,"Ludwig-Renn-Allee 5, Räcknitz/Zschertnitz, Dresden",false,false,Dresden,true,001.947610,false,51.0214873227,26.56,13.7356080655,1,01217,185,false,Räcknitz/Zschertnitz,Attraktives Wohnen im Dresdner Süden!,https://www.immobilienscout24.de/expose/100090763
100090764,Wohnung,100090764,Miete,"Rubensweg 2, Räcknitz/Zschertnitz, Dresden",true,false,Dresden,true,001.947610,false,51.0225696209,47.66,13.7475761787,2,01217,305,false,Räcknitz/Zschertnitz,Attraktives Wohnen im Dresdner Süden!,https://www.immobilienscout24.de/expose/100090764
